input,target,prediction
seiyappattaar,செய்யப்பட்டார்,செய்யப்பட்டார்
erinththu,எறிந்து,எரிந்து
kulaththukku,குளத்துக்கு,குளத்துக்கு
kallattre,கள்ளற்றே,கல்லத்றே
vadamaerkil,வடமேற்கில்,வடமேர்கில்
icourt,ஐகோர்ட்,இகோஸ்ர்
tandon,டாண்டன்,டன்ட்
paduththu,படுத்து,படுத்து
innichai,இன்னிசை,இன்னிச்சை
dalhousie,டல்ஹௌசி,தலூுசியே
adhirstakkari,அதிர்ஷ்டக்காரி,அதிர்ஸ்க்கட்ரி
niruththaththukkup,நிறுத்தத்துக்குப்,நிறுத்தததுக்குப்
seiveergal,செய்வீர்கள்,செய்வீர்கள்
mauhammad,முஹம்மத்,மாமம்மா
kkum,க்கும்,குக்ம்
kothikkum,கொதிக்கும்,கொதிக்கும்
golda,கோல்ட்,கொல்டா
baebal,பாபேல்,பேபல்
nanmaikalaip,நன்மைகளைப்,நண்மைகளைப்
pricol,ப்ரிகால்,பிரிக்ல்
avadhippattu,அவதிப்பட்டு,அவதிப்பட்டு
sachan,ஸசன்,சச்சன்
alazhagiyaana,அழகியான,அழழகியான
lindsey,லின்ட்ஸே,லில்டைச்
titaniuum,டைட்டானியம்,ட்டனியும்
maembaalap,மேம்பாலப்,மேம்பாளப்
vatham,வதம்,வதம்
avenues,அவென்யூஸ்,அவீவுச்
koodukalil,கூடுகளில்,கூடுகளில்
mookkum,மூக்கும்,மூக்கும்
panakkarargal,பணக்காரர்கள்,பணக்கரர்கள்
deebanggal,தீபங்கள்,தீகங்கள்
koll,கொள்,கோல்
bhansali,பன்சாலி,பானசலி
washington,வாஷிங்டன்,வசிி்்க்னன்
kathua,கதுவா,கது
podum,தள்ளிப்,போடும்
shivagauri,சிவகௌரி,சிவகரரி
sentar,சென்டர்,சென்டர்
baangkaak,பாங்காக்,பாங்காக்
pogavillai,போகவில்லை,போகவில்லை
varavertrar,வரவேற்றார்,வரவெற்றற்
hercules,ஹெர்குலஸ்,ஹெர்சுல்ஸ்
nigazhvaiyum,நிகழ்வையும்,நிகழ்வையும்
vakaikalai,உணவு,வகைகளை
neereatram,நீரேற்றம்,நீரேர்மா
boise,போய்சே,போயிச்
kontirukka,கொண்டிருக்க,கொண்டிருக்க
baliyaanaar,பலியானார்,பலியானார்
kana,கண,னா
vadakkin,வடக்கின்,வடக்கின்
koduppar,கொடுப்பார்,கொடுப்பர்
mukaththuvaaram,முகத்துவாரம்,முகத்துவாரம்
vaakanaththai,வாகனத்தை,வாகநத்தை
ludheena,லூதியானா,லுதீன
choluku,சொல்லுக்கு,சொலுகு
sonnargal,சொன்னார்கள்,சொன்ரர்கள்
avamadhippadhaiyum,அவமதிப்பதையும்,அவமதிப்படையைும்
thokuppin,தொகுப்பின்,தொகுப்பின்
vijayapura,விஜயபுரா,விஜயபுற
gooalie,கோலி,கோலியே
innalkal,இன்னல்கள்,இன்லல்கள்
annaattil,அந்நாட்டில்,அன்னாட்டில்
cherry,செர்ரி,சேர்ரி
health,ஹெல்த்,ஹேல்த்
maelmaruvaththoor,மேல்மருவத்தூர்,மேல்மருத்தகதர்
vagaigalai,உணவு,வகைகள
sollungkal,சொல்லுங்கள்,சொல்லுங்கள்
qelvinn,கெல்வின்,கெல்நின்
chiirutai,சீருடை,சிறிறு
gaya,கயா,கய்
zuari,ஜுவாரி,ரோரி
douglass,டக்ளஸ்,டோல்சாஸ்்
aatrtralaal,ஆற்றலால்,ஆற்றரால்
puunai,பூனை,புனா
anuppiya,அனுப்பிய,அனுப்பிய
tharakkudiya,தரக்கூடிய,தரக்குடிய
vineedh,வினீத்,வினீத்
maxwell,மேக்ஸ்வெல்,மாஸ்வல்
surrullaa,சுற்றுலா,சுற்றுள்ள
aurora,அரோரா,ஆரோரா
oadhi,ஓதி,ஓதி
seiyyappattulladhaaga,செய்யப்பட்டுள்ளதாக,செய்யைப்பட்டுள்ளதாக
edhirpaarppu,எதிர்பார்ப்பு,எதிர்பார்பபு
iyalbaiyum,இயல்பையும்,இயல்பையும்
flaiyers,பிளையர்ஸ்,ல்்ையயர்ஸ்
paaraatta,பாராட்ட,பாராட்ட
uruvaakaththirku,உருவாக்கத்திற்கு,உருவாககத்திறு
qootch,கட்ச்,கோட்ச்
paduththiyulladhu,படுத்தியுள்ளது,படுத்தியுள்ளது
charavarththi,சக்ரவர்த்தி,சரரவ்த்தி
nandrigal,நன்றிகள்,நந்றிகள்
heymadait,ஹேமடைட்,ஹெய்மடைத்
peyarin,பெயரின்,பெயரின்
lasith,லசித்,லசித்
taneja,தனேஜா,தனேஜ
kavalaiyai,கவலையை,கலலையை
mamon,மேமன்,மனோ்
hisar,ஹிசார்,ஷிசர்
kyran,கிரண்,கிர்்ான்
ettaavathu,எட்டாவது,எட்டாவது
innigazhvukku,இந்நிகழ்வுக்கு,இந்நிகழ்வுக்கு
solvadhaga,சொல்வதாக,சொல்வதக
evvithak,எவ்விதக்,எவ்விதக்
thodarbukalum,தொடர்புகளும்,தொடர்புகளும்
manickam,மாணிக்கம்,மணிக்கம்
irugik,இறுகிக்,இருகிக்
ethirkkatchigalin,எதிர்க்கட்சிகளின்,எதிர்க்கக்கககளின
kilambum,கிளம்பும்,கிளம்பும்
prasad,பிரசாத்,பிராசத்
lattu,லட்டு,லட்டு
visaiyudan,விசையுடன்,விசையுடன்
sethilil,செதிலில்,செதிலில்
oruvazhiyaaga,ஒருவழியாக,ஒருவழியாக
sitaram,சீதாராம்,சிடர்மா
parumanaal,பருமனால்,பருமனால்
soththugalai,சொத்துகளை,சொத்துகளை
booroon,போரான்,பூரூன்
meenavar,மீனவர்,மீனவர்
kutay,குடை,குடாய்
mudindhdhathu,முடிந்தது,முடிந்ததது
carlo,கார்லோ,கார்ரோ
thokuppaalarkalukkum,தொகுப்பாளர்களுக்கும்,தொகுப்பார்களுக்ககும்
upsalla,உப்சாலா,உப்பல்ல
